id,is_angin_topan,is_banjir,is_erupsi,is_gempa,is_karhutla,is_kekeringan,is_longsor,is_tsunami,multilabel
karhutla_0416,0,0,0,0,1,0,0,0,8
kekeringan_0265,0,0,0,0,0,1,0,0,4
kekeringan_0574,0,0,0,0,0,0,0,0,0
gempa_1077,0,0,0,1,0,0,0,0,16
tsunami_0165,0,0,0,0,0,0,0,1,1
gempa_1046,0,0,0,0,0,0,0,0,0
karhutla_0771,0,0,0,0,1,0,0,0,8
kekeringan_0176,0,0,0,0,0,0,0,0,0
banjir_0490,0,0,0,0,0,0,0,0,0
gempa_0847,0,0,0,0,0,0,0,0,0
erupsi_0179,0,0,0,0,0,0,0,0,0
longsor_0055,0,0,0,0,0,0,1,0,2
angin_topan_0997,0,0,0,0,0,0,0,0,0
kekeringan_0845,0,0,0,0,0,0,0,0,0
tsunami_0437,0,0,0,1,0,0,0,1,17
kekeringan_0342,0,0,0,0,0,0,0,0,0
banjir_0845,0,1,0,0,0,0,1,0,66
angin_topan_0450,0,0,0,0,0,0,0,0,0
banjir_0854,0,0,0,0,0,0,0,0,0
tsunami_0011,0,0,0,0,0,0,0,0,0
banjir_0395,0,0,0,0,0,0,0,0,0
erupsi_0837,0,0,1,0,0,0,0,0,32
erupsi_0978,0,0,0,0,0,0,0,0,0
tsunami_0392,0,0,0,1,0,0,0,0,16
longsor_0425,0,0,0,1,0,0,0,0,16
gempa_0289,0,0,0,0,0,0,0,0,0
banjir_0876,0,0,0,0,0,0,0,0,0
gempa_0751,0,0,0,1,0,0,0,0,16
kekeringan_0222,0,0,0,0,0,0,0,0,0
gempa_0568,0,0,0,1,0,0,0,0,16
banjir_0588,0,1,0,0,0,0,0,0,64
banjir_0655,0,0,0,0,0,0,0,0,0
banjir_1083,0,0,0,0,0,0,0,0,0
kekeringan_0329,0,0,0,0,0,0,0,0,0
tsunami_0332,0,0,0,0,0,0,0,1,1
angin_topan_0609,0,1,0,0,0,0,0,0,64
gempa_0123,0,0,0,1,0,0,0,0,16
gempa_0187,0,0,0,1,0,0,0,0,16
longsor_0859,0,0,0,0,0,0,0,0,0
karhutla_0399,0,0,0,0,0,0,0,0,0
karhutla_0307,0,0,0,0,1,0,0,0,8
kekeringan_0773,0,0,0,0,0,1,0,0,4
gempa_0731,0,0,0,1,0,0,0,0,16
gempa_0812,0,0,0,0,0,0,0,0,0
tsunami_0743,0,0,0,0,0,0,0,0,0
angin_topan_0240,0,0,0,0,0,0,0,0,0
tsunami_0527,0,0,0,0,0,0,0,1,1
erupsi_0304,0,0,0,0,0,0,0,0,0
karhutla_0197,0,0,0,0,0,0,0,0,0
gempa_0489,0,0,0,0,0,0,0,0,0
karhutla_0658,0,0,0,0,0,0,0,0,0
tsunami_0604,0,0,0,0,0,0,0,1,1
tsunami_0891,0,0,0,0,0,0,0,0,0
tsunami_0957,0,0,0,1,0,0,0,0,16
banjir_1045,0,0,0,0,0,0,0,0,0
angin_topan_0996,0,0,0,0,0,0,0,0,0
gempa_0325,0,0,0,1,0,0,0,0,16
gempa_0197,0,0,0,0,0,0,0,0,0
angin_topan_0411,0,0,0,0,0,0,0,0,0
gempa_0925,0,0,0,0,0,0,0,0,0
banjir_0679,0,0,0,0,0,0,0,0,0
angin_topan_1040,0,0,0,0,0,0,0,0,0
karhutla_0335,0,0,0,0,1,0,0,0,8
erupsi_0717,0,0,0,0,0,0,0,0,0
erupsi_0871,0,0,0,0,0,0,0,0,0
karhutla_0306,0,0,0,0,0,0,0,0,0
longsor_0347,0,0,0,0,0,0,0,0,0
banjir_0059,0,0,0,0,0,0,0,0,0
erupsi_0291,0,0,0,0,0,0,0,0,0
gempa_1104,0,0,0,0,0,0,0,0,0
tsunami_0907,0,0,0,0,0,0,0,1,1
gempa_0567,0,0,0,1,0,0,0,1,17
longsor_0764,0,0,0,0,0,0,0,0,0
gempa_0040,0,0,0,0,0,0,0,0,0
tsunami_0793,0,0,0,0,0,0,0,0,0
tsunami_0514,0,0,0,0,0,0,0,0,0
longsor_1089,0,0,0,0,0,0,0,0,0
banjir_0458,0,0,0,0,0,0,0,0,0
banjir_1038,0,1,0,0,0,0,0,0,64
erupsi_0077,0,0,0,0,0,0,0,0,0
tsunami_0467,0,0,0,1,0,0,0,0,16
banjir_0724,0,0,0,0,0,0,0,0,0
banjir_1154,0,0,0,0,0,0,0,0,0
karhutla_1005,0,0,0,0,0,0,0,0,0
tsunami_0746,0,0,0,0,0,0,0,0,0
angin_topan_0784,0,0,0,0,0,0,0,0,0
angin_topan_0958,1,0,0,0,0,0,0,0,128
angin_topan_0013,0,0,0,0,0,0,0,0,0
tsunami_1104,0,0,0,0,0,0,0,1,1
kekeringan_0174,0,0,0,0,0,0,0,0,0
longsor_0477,0,0,0,0,0,0,0,0,0
banjir_0049,0,0,1,0,0,0,0,0,32
gempa_0541,0,0,0,0,0,0,0,0,0
angin_topan_1168,0,0,0,0,0,0,0,0,0
angin_topan_0426,0,0,0,0,0,0,0,0,0
angin_topan_1096,0,0,0,0,0,0,0,0,0
karhutla_0909,0,0,0,0,0,0,0,0,0
tsunami_0729,0,0,0,0,0,0,0,0,0
tsunami_0161,0,1,0,0,0,0,0,0,64
banjir_0263,0,1,0,0,0,0,1,0,66
banjir_1233,0,0,0,0,0,0,0,0,0
gempa_0930,0,0,0,0,0,0,0,0,0
banjir_1238,0,0,0,0,0,0,0,0,0
angin_topan_0255,0,0,0,0,0,0,0,0,0
tsunami_0789,0,0,0,0,0,0,0,1,1
longsor_0996,0,0,0,0,0,0,0,0,0
banjir_0832,0,0,0,0,0,0,0,0,0
erupsi_0073,0,0,0,0,0,0,0,0,0
banjir_0043,0,0,0,0,0,0,0,0,0
tsunami_0759,0,0,0,1,0,0,0,1,17
erupsi_0571,0,0,0,0,0,0,0,0,0
kekeringan_0988,0,0,0,0,0,0,0,0,0
karhutla_0801,0,0,0,0,1,0,0,0,8
erupsi_0302,0,0,1,0,0,0,0,0,32
tsunami_0305,0,0,0,0,0,0,0,0,0
tsunami_0920,0,0,0,0,0,0,0,1,1
angin_topan_0163,1,0,0,0,0,0,0,0,128
gempa_0417,0,0,0,0,0,0,0,0,0
angin_topan_1182,1,0,0,0,0,0,0,0,128
gempa_0996,0,0,0,0,0,0,0,0,0
tsunami_0552,0,0,0,1,0,0,0,0,16
tsunami_0930,0,0,0,0,0,0,0,1,1
gempa_0659,0,0,0,0,0,0,0,0,0
erupsi_0083,0,0,0,0,0,0,0,0,0
longsor_0304,0,0,0,0,0,0,0,0,0
erupsi_0907,0,0,0,0,0,0,0,1,1
gempa_0861,0,0,0,0,0,0,0,0,0
angin_topan_0998,0,0,0,0,0,0,0,0,0
tsunami_0880,0,0,0,0,0,0,0,0,0
karhutla_0093,0,0,0,0,1,0,0,0,8
longsor_0516,0,0,0,0,0,0,1,0,2
kekeringan_1051,0,0,0,0,0,0,0,0,0
karhutla_0814,0,0,0,0,0,0,0,0,0
longsor_0469,0,0,0,0,0,0,1,0,2
angin_topan_1009,0,0,0,0,0,0,0,0,0
angin_topan_0138,0,0,0,0,0,0,0,0,0
angin_topan_0218,0,0,0,0,0,0,0,0,0
kekeringan_0936,0,0,0,0,0,0,0,0,0
kekeringan_0698,0,0,0,0,0,1,0,0,4
gempa_0641,0,0,0,0,0,0,0,0,0
erupsi_0658,0,0,0,0,0,0,0,0,0
gempa_0185,0,0,0,0,0,0,0,0,0
longsor_0673,0,0,0,0,0,0,1,0,2
longsor_0831,0,0,0,0,0,0,0,0,0
erupsi_1033,0,0,0,0,0,0,0,0,0
banjir_0839,0,0,0,0,0,0,0,0,0
kekeringan_0491,0,0,0,0,0,0,0,0,0
gempa_0555,0,0,0,0,0,0,0,0,0
karhutla_0438,0,0,0,0,0,0,0,0,0
angin_topan_0451,0,0,0,0,0,0,0,0,0
karhutla_0512,0,0,0,0,0,0,0,0,0
banjir_0681,0,0,0,0,0,0,0,0,0
gempa_0430,0,0,0,1,0,0,0,0,16
karhutla_1137,0,0,0,0,1,0,0,0,8
tsunami_0351,0,0,0,0,0,0,0,1,1
kekeringan_0714,0,0,0,0,0,0,0,0,0
longsor_0672,0,0,0,0,0,0,1,0,2
banjir_0224,0,0,0,0,0,0,0,0,0
erupsi_0085,0,0,0,0,0,0,1,0,2
longsor_0743,0,0,0,0,0,0,0,0,0
longsor_0016,0,0,0,0,0,0,0,0,0
angin_topan_0022,0,0,0,0,0,0,0,0,0
angin_topan_1188,0,0,0,0,0,0,0,0,0
karhutla_0516,0,0,0,0,0,0,0,0,0
kekeringan_0627,0,0,0,0,0,0,0,0,0
kekeringan_0398,0,0,0,0,0,0,0,0,0
erupsi_0477,0,0,1,0,0,0,0,0,32
gempa_0852,0,0,0,0,0,0,0,0,0
banjir_0772,0,1,0,0,0,0,0,0,64
tsunami_1084,0,0,0,1,0,0,0,0,16
tsunami_0915,0,0,0,1,0,0,0,0,16
erupsi_0241,0,0,1,0,0,0,0,0,32
kekeringan_0325,0,0,0,0,0,0,0,0,0
banjir_0411,0,0,0,0,0,0,0,0,0
banjir_0865,0,0,0,0,0,0,0,0,0
longsor_0508,0,0,0,0,0,0,0,0,0
tsunami_0465,0,0,0,0,0,0,0,0,0
tsunami_0139,0,0,0,0,0,0,0,0,0
gempa_0800,0,0,0,0,0,0,0,0,0
erupsi_0065,0,0,0,0,0,0,0,0,0
karhutla_0823,0,0,0,0,0,0,0,0,0
tsunami_0340,0,0,0,1,0,0,0,0,16
angin_topan_1085,0,0,0,0,0,0,0,0,0
erupsi_0585,0,0,0,0,0,0,0,0,0
gempa_0440,0,0,0,0,0,0,0,0,0
karhutla_0852,0,0,0,0,0,0,0,0,0
angin_topan_1027,1,0,0,0,0,0,0,0,128
karhutla_0427,0,0,0,0,0,0,0,0,0
erupsi_0909,0,0,0,0,0,0,0,0,0
karhutla_0163,0,0,0,0,1,0,0,0,8
angin_topan_0170,1,0,0,0,0,0,0,0,128
tsunami_0092,0,0,0,0,0,0,0,1,1
gempa_0012,0,0,0,1,0,0,0,0,16
karhutla_0929,0,0,0,0,0,0,0,0,0
gempa_0697,0,0,0,1,0,0,1,0,18
angin_topan_0636,0,0,0,0,0,0,0,0,0
longsor_0043,0,0,0,0,0,0,1,0,2
karhutla_0074,0,0,0,0,0,0,0,0,0
longsor_0652,0,0,0,0,0,0,0,0,0
kekeringan_0674,0,0,0,0,0,0,0,0,0
kekeringan_0440,0,0,0,0,0,0,0,0,0
banjir_1117,0,0,0,0,0,0,0,0,0
erupsi_0913,0,0,0,0,0,0,0,0,0
angin_topan_0965,0,0,0,0,0,0,0,0,0
kekeringan_0347,0,0,0,0,0,0,0,0,0
tsunami_0678,0,0,0,1,0,0,0,0,16
kekeringan_0070,0,0,0,0,0,1,0,0,4
gempa_0542,0,0,0,0,0,0,0,0,0
longsor_1161,0,0,0,0,0,0,0,0,0
banjir_1161,0,1,0,0,0,0,0,0,64
kekeringan_0225,0,0,0,0,0,1,0,0,4
gempa_0953,0,0,0,0,0,0,0,0,0
gempa_0560,0,0,0,1,0,0,0,0,16
longsor_1043,0,0,0,0,0,0,0,0,0
banjir_0660,0,0,0,0,0,0,0,0,0
angin_topan_0817,1,0,0,0,0,0,0,0,128
banjir_0180,0,0,0,0,0,0,0,0,0
longsor_0800,0,0,0,0,0,0,1,0,2
erupsi_0284,0,0,0,0,0,0,0,0,0
erupsi_0167,0,0,0,0,0,0,0,0,0
tsunami_0358,0,0,0,0,0,0,0,0,0
erupsi_0743,0,0,0,0,0,0,0,0,0
longsor_1014,0,0,0,0,0,0,0,0,0
kekeringan_0323,0,0,0,0,0,1,0,0,4
banjir_0003,0,0,0,0,0,0,0,0,0
angin_topan_0111,0,0,0,0,0,0,0,0,0
kekeringan_0033,0,0,0,0,0,0,0,0,0
kekeringan_0906,0,0,0,0,0,0,0,0,0
tsunami_0584,0,0,0,0,0,0,0,0,0
kekeringan_0423,0,0,0,0,0,0,0,0,0
angin_topan_0441,0,0,0,0,0,0,0,0,0
angin_topan_0649,0,0,0,0,0,0,0,0,0
erupsi_0546,0,0,1,0,0,0,0,0,32
tsunami_1072,0,0,0,0,0,0,0,0,0
tsunami_0867,0,0,0,0,0,0,0,0,0
angin_topan_1148,1,0,0,0,0,0,0,0,128
angin_topan_0944,0,0,0,0,0,0,0,0,0
angin_topan_0253,0,0,0,0,0,0,0,0,0
banjir_0736,0,0,0,0,0,0,0,0,0
gempa_1112,0,0,0,0,0,0,0,0,0
longsor_0770,0,0,0,0,0,0,1,0,2
erupsi_0931,0,0,0,0,0,0,0,0,0
karhutla_0365,0,0,0,0,0,0,0,0,0
gempa_0854,0,0,0,1,0,0,0,0,16
longsor_0181,0,0,0,0,0,0,0,0,0
gempa_0614,0,0,0,1,0,0,0,0,16
longsor_0790,0,0,0,1,0,0,0,0,16
banjir_0998,0,0,0,0,0,0,0,0,0
banjir_0668,0,0,0,0,0,0,0,0,0
karhutla_0153,0,0,0,0,0,0,0,0,0
kekeringan_1024,0,0,0,0,0,0,0,0,0
banjir_0403,0,0,0,0,0,0,0,0,0
longsor_1219,0,1,0,0,0,0,0,0,64
tsunami_1022,0,0,0,0,0,0,0,0,0
longsor_0602,0,0,0,0,0,0,0,0,0
gempa_0512,0,0,0,0,0,0,0,0,0
gempa_0933,0,0,0,0,0,0,0,0,0
karhutla_0120,0,0,0,0,0,0,0,0,0
kekeringan_1014,0,0,0,0,0,0,0,0,0
karhutla_0364,0,0,0,0,0,0,0,0,0
tsunami_0731,0,0,0,0,0,0,0,0,0
longsor_1029,0,0,0,0,0,0,1,0,2
karhutla_0012,0,0,0,0,1,0,0,0,8
tsunami_0608,0,0,0,0,0,0,0,0,0
longsor_0661,0,0,0,0,0,0,0,0,0
kekeringan_0762,0,0,0,0,0,1,0,0,4
banjir_0748,0,0,0,0,0,0,0,0,0
banjir_0425,0,1,0,0,0,0,0,0,64
longsor_1186,0,0,0,0,0,0,0,0,0
angin_topan_0038,0,0,0,0,0,0,0,0,0
longsor_0969,0,0,0,1,0,0,0,0,16
kekeringan_0513,0,0,0,0,0,0,0,0,0
tsunami_0566,0,0,0,0,0,0,0,0,0
gempa_0579,0,0,0,0,0,0,0,0,0
tsunami_1043,0,0,0,0,0,0,0,0,0
gempa_0259,0,0,0,1,0,0,0,0,16
longsor_0702,0,0,0,0,0,0,0,0,0
erupsi_0760,0,0,0,0,0,0,0,0,0
tsunami_0185,0,0,1,0,0,0,0,0,32
longsor_0108,0,0,0,0,0,0,0,0,0
longsor_0032,0,1,0,0,0,0,0,0,64
erupsi_0896,0,0,1,0,0,0,0,0,32
kekeringan_0818,0,0,0,0,0,1,0,0,4
gempa_1101,0,0,0,0,0,0,0,0,0
gempa_0343,0,0,0,1,0,0,0,0,16
angin_topan_0555,0,0,0,0,0,0,0,0,0
longsor_0202,0,0,0,1,0,0,0,0,16
longsor_0215,0,0,0,0,0,0,0,0,0
gempa_0479,0,0,0,0,0,0,0,0,0
angin_topan_1180,1,0,0,0,0,0,0,0,128
karhutla_0330,0,0,0,0,0,0,0,0,0
banjir_0319,0,1,0,0,0,0,0,0,64
gempa_0500,0,0,1,0,0,0,0,0,32
tsunami_0659,0,0,0,0,0,0,0,0,0
gempa_0874,0,0,0,0,0,0,0,0,0
longsor_0761,0,0,0,0,0,0,0,0,0
karhutla_0793,0,0,0,0,0,0,0,0,0
kekeringan_0371,0,0,0,0,0,0,0,0,0
banjir_0552,0,0,0,0,0,0,0,0,0
longsor_0596,0,0,0,0,0,0,1,0,2
karhutla_0657,0,0,0,0,0,0,0,0,0
longsor_0893,0,0,0,1,0,0,0,0,16
longsor_0501,0,0,0,0,0,0,0,0,0
erupsi_0704,0,0,1,0,0,0,0,0,32
angin_topan_0593,0,0,0,0,0,0,0,0,0
karhutla_0019,0,0,0,0,1,0,0,0,8
gempa_0009,0,0,0,1,0,0,0,0,16
angin_topan_0975,0,0,0,0,0,0,0,0,0
karhutla_1044,0,0,0,0,0,0,0,0,0
longsor_0618,0,1,0,0,0,0,0,0,64
gempa_1021,0,0,0,0,0,0,0,0,0
erupsi_0748,0,0,0,0,0,0,0,0,0
banjir_0930,0,0,0,0,0,0,0,0,0
gempa_0321,0,0,0,0,0,0,0,0,0
longsor_0224,0,0,0,0,0,0,0,0,0
karhutla_0293,0,0,0,0,0,0,0,0,0
erupsi_0672,0,0,0,0,0,0,0,0,0
banjir_1101,0,1,0,0,0,0,0,0,64
tsunami_1087,0,0,0,0,0,0,0,1,1
angin_topan_0844,0,0,0,0,0,1,0,0,4
tsunami_0813,0,0,0,0,0,0,0,0,0
erupsi_1027,0,0,0,0,0,0,0,0,0
kekeringan_0004,0,0,0,0,0,0,0,0,0
karhutla_0243,0,0,0,0,1,0,0,0,8
kekeringan_0718,0,0,0,0,0,0,0,0,0
angin_topan_1018,0,0,0,0,0,0,0,0,0
kekeringan_0813,0,0,0,0,0,0,0,0,0
tsunami_0831,0,0,0,1,0,0,1,0,18
tsunami_0993,0,0,0,0,0,0,0,0,0
banjir_0065,0,0,0,0,0,0,0,0,0
erupsi_0952,0,0,0,0,0,0,0,0,0
longsor_0008,0,1,0,0,0,0,0,0,64
erupsi_0544,0,0,0,0,0,0,0,0,0
karhutla_0570,0,0,0,0,0,0,0,0,0
angin_topan_0572,1,0,0,0,0,0,0,0,128
kekeringan_0460,0,0,0,0,0,0,0,0,0
kekeringan_1060,0,0,0,0,0,0,0,0,0
gempa_0927,0,0,0,0,0,0,0,0,0
erupsi_0190,0,0,0,1,0,0,0,0,16
banjir_1150,0,1,0,0,0,0,0,0,64
tsunami_0016,0,0,0,0,0,0,0,0,0
kekeringan_0378,0,0,0,0,0,1,0,0,4
angin_topan_0165,0,0,0,0,0,0,0,0,0
karhutla_0919,0,0,0,0,0,0,0,0,0
kekeringan_0729,0,0,0,0,0,0,0,0,0
erupsi_0337,0,0,0,0,0,0,0,0,0
gempa_1014,0,0,0,0,0,0,0,0,0
kekeringan_0161,0,0,0,0,0,0,0,0,0
banjir_0464,0,1,0,0,0,0,0,0,64
karhutla_0301,0,0,0,0,1,0,0,0,8
erupsi_0730,0,0,0,0,0,0,0,0,0
karhutla_0739,0,0,0,0,0,0,0,0,0
karhutla_0781,0,0,0,0,1,0,0,0,8
erupsi_0042,0,0,0,0,0,0,0,0,0
tsunami_0750,0,0,0,1,0,0,0,0,16
karhutla_0869,0,0,0,0,1,0,0,0,8
banjir_1203,0,0,0,0,0,0,0,0,0
banjir_0166,0,0,0,0,0,0,0,0,0
banjir_0087,0,0,0,0,0,0,0,0,0
angin_topan_0704,0,0,0,0,1,0,0,0,8
karhutla_0459,0,0,0,0,1,0,0,0,8
kekeringan_0280,0,0,0,0,0,1,0,0,4
karhutla_0390,0,0,0,0,1,0,0,0,8
tsunami_0943,0,0,0,0,0,0,0,0,0
kekeringan_0541,0,0,0,0,0,0,0,0,0
angin_topan_0053,0,0,0,0,0,0,0,0,0
banjir_1128,0,1,0,0,0,0,1,0,66
erupsi_0866,0,0,0,0,0,0,0,0,0
angin_topan_0029,0,0,0,0,0,0,0,0,0
tsunami_0404,0,0,0,0,0,0,0,1,1
tsunami_0984,0,0,0,0,0,0,0,0,0
erupsi_0307,0,0,0,0,0,0,0,0,0
kekeringan_0317,0,0,0,0,0,0,0,0,0
erupsi_0469,0,0,0,0,0,0,0,0,0
erupsi_0408,0,0,0,0,0,0,0,0,0
kekeringan_0257,0,0,0,0,0,0,0,0,0
angin_topan_0525,0,0,0,0,0,0,0,0,0
angin_topan_0653,0,0,0,0,0,0,0,0,0
erupsi_0761,0,0,0,0,0,0,0,0,0
angin_topan_0887,0,0,0,0,0,0,0,0,0
angin_topan_0276,0,0,0,0,0,0,0,0,0
kekeringan_0625,0,0,0,0,0,0,0,0,0
longsor_0254,0,0,0,0,0,0,0,0,0
gempa_0677,0,0,0,0,0,0,0,0,0
longsor_0228,0,0,0,0,0,0,1,0,2
tsunami_0595,0,0,0,0,0,0,0,1,1
banjir_0942,0,0,0,0,0,0,0,0,0
gempa_0496,0,0,0,0,0,0,0,0,0
longsor_1152,0,0,0,0,0,0,1,0,2
gempa_0209,0,0,0,0,0,0,0,0,0
banjir_0521,0,0,0,0,0,0,0,0,0
banjir_0312,0,0,0,0,0,0,0,0,0
tsunami_0355,0,0,0,0,0,0,0,1,1
longsor_0281,0,0,0,0,0,0,0,0,0
banjir_0092,0,0,0,0,0,0,0,0,0
gempa_0240,0,0,0,0,0,0,0,0,0
karhutla_0300,0,0,0,0,0,0,0,0,0
erupsi_0217,0,0,0,0,0,0,0,0,0
angin_topan_0399,0,0,0,0,0,0,0,0,0
karhutla_0431,0,0,0,0,0,0,0,0,0
karhutla_0677,0,0,0,0,1,0,0,0,8
tsunami_1091,0,0,0,0,0,0,0,0,0
angin_topan_1170,1,0,0,0,0,0,0,0,128
karhutla_1111,0,0,0,0,0,0,0,0,0
tsunami_0232,0,0,0,0,0,0,0,0,0
longsor_0654,0,0,0,0,0,0,0,0,0
tsunami_0158,0,0,0,0,0,0,0,1,1
tsunami_0934,0,0,0,0,0,0,0,1,1
gempa_0818,0,0,0,0,0,0,0,0,0
banjir_0702,0,0,0,0,0,0,0,0,0
kekeringan_0144,0,0,0,0,0,0,0,0,0
kekeringan_0154,0,0,0,0,0,0,0,0,0
karhutla_1113,0,0,0,0,0,0,0,0,0
tsunami_0006,0,0,0,0,0,0,0,0,0
gempa_0443,0,0,1,0,0,0,0,1,33
angin_topan_0407,0,0,0,0,0,0,0,0,0
angin_topan_1046,0,0,0,0,0,0,0,0,0
angin_topan_1181,0,0,0,0,0,0,0,0,0
gempa_0609,0,0,0,0,0,0,0,0,0
erupsi_0096,0,0,0,0,0,0,0,0,0
gempa_0136,0,0,0,0,0,0,0,0,0
banjir_0820,0,1,0,0,0,0,0,0,64
erupsi_0683,0,0,0,0,0,0,0,0,0
tsunami_0449,0,0,0,0,0,0,0,1,1
longsor_0735,0,0,0,0,0,0,0,0,0
kekeringan_0909,0,0,0,0,0,0,0,0,0
karhutla_0063,0,0,0,0,0,0,0,0,0
tsunami_0969,0,0,0,1,0,0,0,0,16
longsor_0479,0,0,0,0,0,0,0,0,0
kekeringan_0013,0,0,0,0,0,0,0,0,0
karhutla_0577,0,0,0,0,0,0,0,0,0
angin_topan_1157,0,0,0,0,0,0,0,0,0
longsor_0015,0,0,0,0,0,0,0,0,0
tsunami_0694,0,0,0,0,0,0,0,0,0
erupsi_0939,0,0,0,0,0,0,0,0,0
angin_topan_0751,0,0,0,0,0,0,0,0,0
angin_topan_0120,0,0,0,0,0,0,0,0,0
tsunami_0767,0,0,0,1,0,0,0,0,16
karhutla_0219,0,0,0,0,0,0,0,0,0
angin_topan_0826,0,0,0,0,0,0,0,0,0
banjir_0665,0,0,0,0,0,0,0,0,0
longsor_0899,0,0,0,1,0,0,0,0,16
angin_topan_0457,0,0,0,0,0,0,0,0,0
angin_topan_0550,1,0,0,0,0,0,0,0,128
gempa_0633,0,0,0,0,0,0,0,0,0
angin_topan_0180,0,0,0,0,0,0,0,0,0
karhutla_0758,0,0,0,0,1,0,0,0,8
banjir_0721,0,0,0,0,0,0,0,0,0
angin_topan_0662,1,0,0,0,0,0,0,0,128
erupsi_1025,0,0,0,0,0,0,0,0,0
kekeringan_0206,0,0,0,0,0,0,0,0,0
angin_topan_1120,0,0,0,0,0,0,0,0,0
karhutla_0280,0,0,0,0,0,0,0,0,0
karhutla_0542,0,0,0,0,0,0,0,0,0
angin_topan_0619,0,0,0,0,0,0,0,0,0
erupsi_0621,0,0,0,0,0,0,0,0,0
longsor_0581,0,0,0,0,0,0,0,0,0
angin_topan_0687,0,0,0,0,0,0,0,0,0
karhutla_0464,0,0,0,0,0,0,0,0,0
gempa_0621,0,0,0,1,0,0,0,0,16
erupsi_0125,0,0,0,0,0,0,0,0,0
tsunami_0985,0,0,0,0,0,0,0,0,0
banjir_0467,0,0,0,0,0,0,0,0,0
karhutla_1147,0,0,0,0,0,0,0,0,0
angin_topan_0950,0,0,0,0,0,0,0,0,0
banjir_0006,0,1,0,0,0,0,0,0,64
banjir_0534,0,0,0,0,0,0,0,0,0
banjir_0643,0,0,0,0,0,0,0,0,0
tsunami_0109,0,0,1,0,0,0,0,1,33
kekeringan_0188,0,0,0,0,0,1,0,0,4
gempa_0711,0,0,0,0,0,0,0,0,0
tsunami_0680,0,0,0,0,0,0,0,0,0
tsunami_0071,0,0,0,0,0,0,0,0,0
gempa_0765,0,0,0,0,0,0,0,0,0
karhutla_1011,0,0,0,0,1,0,0,0,8
erupsi_0418,0,0,1,0,0,0,0,0,32
erupsi_0604,0,0,0,0,0,0,0,0,0
angin_topan_0774,0,0,0,0,0,0,0,0,0
longsor_0515,0,0,0,0,0,0,0,0,0
longsor_0096,0,0,0,0,0,0,0,0,0
longsor_0861,0,0,0,0,0,0,0,0,0
karhutla_0083,0,0,0,0,0,0,0,0,0
erupsi_0479,0,0,0,0,0,0,0,0,0
banjir_0157,0,0,0,0,0,0,0,0,0
karhutla_0404,0,0,0,0,1,0,0,0,8
erupsi_0778,0,0,0,0,0,0,0,0,0
angin_topan_1084,0,0,0,0,0,0,0,0,0
kekeringan_0037,0,0,0,0,0,0,0,0,0
longsor_0357,0,0,0,0,0,0,0,0,0
angin_topan_0898,0,0,0,0,0,0,0,0,0
karhutla_0914,0,0,0,0,0,0,0,0,0
longsor_1115,0,0,0,0,0,0,0,0,0
erupsi_0155,0,0,0,0,0,0,0,0,0
erupsi_0419,0,0,0,0,0,0,0,0,0
erupsi_0599,0,0,0,0,0,0,0,0,0
angin_topan_1087,1,0,0,0,0,0,0,0,128
kekeringan_0583,0,0,0,0,0,0,0,0,0
banjir_0956,0,0,0,0,0,0,0,0,0
angin_topan_0151,0,0,0,0,0,0,0,0,0
karhutla_0488,0,0,0,0,1,0,0,0,8
erupsi_0908,0,0,0,0,0,0,0,0,0
longsor_0531,0,0,0,0,0,0,0,0,0
karhutla_0194,0,0,0,0,1,0,0,0,8
erupsi_0711,0,0,0,0,0,0,0,0,0
karhutla_1013,0,0,0,0,0,0,0,0,0
tsunami_0672,0,0,0,0,0,0,0,0,0
banjir_1206,0,0,0,0,0,0,0,0,0
kekeringan_1012,0,0,0,0,0,1,0,0,4
kekeringan_0505,0,0,0,0,0,0,0,0,0
karhutla_0786,0,0,0,0,0,0,0,0,0
karhutla_0202,0,0,0,0,0,0,0,0,0
tsunami_0897,0,0,0,0,0,0,0,0,0
erupsi_1086,0,0,0,0,0,0,0,0,0
angin_topan_0530,0,0,0,0,0,0,0,0,0
longsor_1218,0,0,0,0,0,0,0,0,0
erupsi_0785,0,0,0,0,0,0,0,0,0
banjir_0609,0,0,0,0,0,0,0,0,0
angin_topan_0481,0,0,0,0,0,0,0,0,0
karhutla_0383,0,0,0,0,1,0,0,0,8
banjir_0460,0,0,0,0,0,0,0,0,0
kekeringan_0982,0,0,0,0,0,0,0,0,0
gempa_0433,0,0,0,0,0,0,0,0,0
angin_topan_0078,0,0,0,0,0,0,0,0,0
kekeringan_0715,0,0,0,0,0,0,0,0,0
banjir_0036,0,1,0,0,0,0,0,0,64
erupsi_0334,0,0,0,1,0,0,0,0,16
tsunami_0060,0,0,0,0,0,0,0,1,1
tsunami_0065,0,0,0,0,0,0,0,0,0
angin_topan_0395,1,0,0,0,0,0,0,0,128
erupsi_0273,0,0,0,0,0,0,0,0,0
tsunami_1041,0,0,0,0,0,0,0,0,0
longsor_0172,0,0,0,0,0,0,1,0,2
kekeringan_0164,0,0,0,0,0,0,0,0,0
longsor_0595,0,0,0,0,0,0,1,0,2
angin_topan_0557,0,0,0,0,0,0,0,0,0
erupsi_0261,0,0,1,0,0,0,0,0,32
tsunami_0285,0,0,0,0,0,0,0,1,1
banjir_1177,0,1,0,0,0,0,0,0,64
